0,09
0,09
0,09
3,64
3,54
3,54
3,67
3,51
3,53
3,65
3,53
3,53
3,65
3,52
3,51
3,65
3,54
3,54
3,65
3,55
3,57
3,62
3,55
3,55
3,63
3,61
3,58
3,61
3,62
3,62
3,63
3,61
3,64
3,66
3,66
3,59
3,64
3,63
3,58
3,64
3,64
3,43
3,54
3,62
3,61
3,63
3,63
3,59
3,63
3,62
3,64
3,63
3,63
3,59
3,62
3,63
3,64
3,61
3,61
3,65
3,62
3,61
3,65
3,58
3,67
3,67
3,61
3,56
3,66
3,55
3,68
3,68
3,57
3,57
3,64
3,58
3,66
3,66
3,57
3,57
3,71
3,56
3,71
3,71
3,54
3,55
3,69
3,56
3,70
3,70
3,55
3,58
3,59
3,61
3,70
3,70
3,51
3,71
3,53
3,64
3,71
3,71
3,56
3,58
3,55
3,85
3,65
3,65
3,58
3,53
3,57
3,66
3,59
3,59
3,71
3,63
3,66
3,58
3,70
3,70
3,56
3,69
3,50
3,59
3,65
3,65
3,66
3,66
3,64
3,61
3,65
3,65
3,56
3,57
3,59
3,64
3,51
3,51
3,69
3,54
3,58
3,67
3,56
3,56
3,71
3,71
3,56
3,69
3,69
3,57
3,75
3,72
3,56
3,71
3,56
3,56
3,67
3,72
3,56
3,69
3,58
3,58
3,70
3,79
3,68
3,69
3,55
3,55
3,67
3,63
3,57
3,54
3,67
3,67
3,59
3,71
3,56
3,57
3,64
3,64
3,65
3,64
3,71
3,56
3,61
0,09
0,09
0,09
3,63
3,53
3,53
3,70
3,54
3,72
3,53
3,56
3,71
3,71
3,55
3,70
3,62
3,71
3,72
3,57
3,57
3,72
3,57
3,72
3,70
3,57
3,57
3,70
3,58
3,78
3,67
3,67
3,53
3,66
3,58
3,66
3,57
3,64
3,64
3,52
3,64
3,52
3,52
3,69
3,51
3,51
3,69
3,55
3,54
3,68
3,68
3,52
3,68
3,55
3,54
3,69
3,54
3,54
3,71
3,55
3,56
3,59
3,57
3,57
3,71
3,57
3,53
3,66
3,51
3,51
3,66
3,52
3,57
3,64
3,55
3,55
3,64
3,55
3,54
3,64
3,52
3,52
3,66
3,52
3,53
3,67
3,53
3,53
3,67
3,68
3,55
3,68
3,54
3,54
3,69
3,68
3,58
3,69
3,56
3,70
3,70
3,54
3,57
3,70
3,57
3,69
3,57
3,57
3,69
3,59
3,58
3,66
3,54
3,67
3,67
3,55
3,52
3,66
3,54
3,68
3,54
3,54
3,68
3,67
3,54
3,66
3,57
3,57
3,62
3,68
3,57
3,68
3,55
3,69
3,69
3,54
3,58
3,68
3,55
3,70
3,70
3,61
3,64
3,69
3,57
3,51
3,51
3,69
3,54
3,57
3,65
3,53
3,53
3,61
3,64
3,56
3,56
3,55
3,55
3,61
3,61
3,61
3,69
3,55
3,55
3,56
3,62
3,63
3,59
3,63
3,63
3,58
3,71
3,92
3,88
4,01
4,01
3,81
3,61
3,66
3,52
3,68
3,68
3,55
3,54
3,63
3,64
3,67
3,67
3,55
3,54
3,68
3,54
3,67
3,67
3,53
3,68
3,59
3,74
3,61
3,61
3,56
3,70
3,54
3,68
3,53
3,53
3,72
3,59
3,67
3,62
3,65
3,65
3,58
3,56
3,64
3,47
3,63
3,63
3,61
3,59
3,61
3,61
3,59
3,59
3,61
3,63
3,61
3,64
3,56
3,56
3,63
3,59
3,68
3,58
3,67
3,61
3,61
3,59
3,66
3,58
3,66
3,58
3,58
3,58
3,73
3,55
3,70
3,55
3,55
3,61
3,72
3,57
3,69
3,55
3,55
3,57
3,67
3,58
3,71
3,53
3,53
3,59
3,69
3,58
3,68
3,58
3,58
3,61
3,64
3,58
3,66
3,63
3,63
3,63
3,62
3,59
3,61
3,57
3,57
3,58
3,71
3,58
3,57
3,59
3,59
3,71
3,58
3,67
3,59
3,66
3,72
3,72
3,65
3,82
3,73
3,76
3,65
3,65
3,59
3,67
3,58
3,67
3,72
3,58
3,58
3,70
3,53
3,68
3,57
3,54
3,54
3,66
3,56
3,68
3,56
3,56
3,73
3,73
3,58
3,70
3,56
3,70
3,73
3,57
3,57
3,68
3,57
3,70
3,59
3,67
3,67
3,62
3,62
3,67
3,62
