Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 4:13:55	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:14:0	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:14:5	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:14:10	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:14:15	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:14:20	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:14:25	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:14:30	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:14:35	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:14:40	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:14:45	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:14:50	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:14:55	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:15:0	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:15:5	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:15:10	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:15:15	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:15:20	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:15:25	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:15:30	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:15:35	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:15:40	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:15:45	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:15:50	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:15:55	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:16:0	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:16:5	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:16:10	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:16:15	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:16:20	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:16:25	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:16:30	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:16:35	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:16:40	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:16:45	0.00	0.00	1.05	8.18	-7.13	0
2017-4-17 4:16:50	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:16:55	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:17:0	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:17:5	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:17:10	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:17:15	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:17:20	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:17:25	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:17:30	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:17:35	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:17:40	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:17:45	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:17:50	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:17:55	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:18:0	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:18:5	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:18:10	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:18:15	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:18:20	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:18:25	0.00	0.00	1.05	7.96	-6.91	0
2017-4-17 4:18:30	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:18:35	0.00	0.00	1.05	8.12	-7.07	0
2017-4-17 4:18:40	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:18:45	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:18:50	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:18:55	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:19:0	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:19:5	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:19:10	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:19:15	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:19:20	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:19:25	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:19:30	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:19:35	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:19:41	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:19:46	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:19:51	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:19:56	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:20:1	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:20:6	0.00	0.00	1.05	8.20	-7.15	0
2017-4-17 4:20:11	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:20:16	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:20:21	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:20:26	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:20:31	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:20:36	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:20:41	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:20:46	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:20:51	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:20:56	0.00	0.00	1.05	8.12	-7.07	0
2017-4-17 4:21:1	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:21:6	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:21:11	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:21:16	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:21:21	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:21:26	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:21:31	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:21:36	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:21:41	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:21:46	0.00	0.00	1.05	7.97	-6.92	0
2017-4-17 4:21:51	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:21:56	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:22:1	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:22:6	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:22:11	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:22:16	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:22:21	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:22:26	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:22:31	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:22:36	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:22:41	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:22:46	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:22:51	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:22:56	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:23:1	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:23:6	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:23:11	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:23:16	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:23:21	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:23:26	0.00	0.00	1.05	8.18	-7.13	0
2017-4-17 4:23:31	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:23:36	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:23:41	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:23:46	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:23:51	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:23:56	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:24:1	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:24:6	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:24:11	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:24:16	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:24:21	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:24:26	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:24:31	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:24:36	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:24:41	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:24:46	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:24:51	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:24:56	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:25:1	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:25:6	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:25:11	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:25:16	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:25:21	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:25:26	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:25:31	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:25:36	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:25:41	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:25:46	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:25:51	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:25:56	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:26:1	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:26:6	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:26:11	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:26:16	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:26:21	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:26:26	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:26:31	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:26:36	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:26:41	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:26:46	0.00	0.00	1.05	7.96	-6.91	0
2017-4-17 4:26:51	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:26:56	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:27:1	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:27:6	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:27:11	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:27:16	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:27:21	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:27:26	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:27:31	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:27:36	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:27:41	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:27:46	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:27:51	0.00	0.00	1.05	7.95	-6.90	0
2017-4-17 4:27:56	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:28:1	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:28:6	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:28:11	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:28:16	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:28:21	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:28:26	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:28:31	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:28:36	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:28:41	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:28:46	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:28:51	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:28:56	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:29:1	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:29:6	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:29:11	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:29:16	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:29:21	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:29:26	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:29:31	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:29:36	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:29:41	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:29:46	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:29:51	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:29:56	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:30:1	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:30:6	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:30:11	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:30:16	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:30:21	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:30:27	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 4:30:32	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:30:37	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:30:42	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:30:47	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:30:52	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:30:57	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:31:2	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:31:7	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:31:12	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:31:17	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:31:22	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:31:27	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:31:32	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:31:37	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:31:42	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:31:47	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:31:52	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:31:57	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:32:2	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:32:7	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:32:12	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:32:17	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:32:22	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:32:27	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:32:32	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:32:37	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:32:42	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:32:47	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:32:52	0.00	0.00	1.05	7.99	-6.94	0
2017-4-17 4:32:57	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:33:2	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:33:7	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:33:12	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:33:17	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:33:22	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:33:27	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:33:32	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:33:37	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:33:42	0.00	0.00	1.05	8.00	-6.95	0
2017-4-17 4:33:47	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:33:52	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:33:57	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:34:2	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:34:7	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:34:12	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:34:17	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:34:22	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:34:27	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:34:32	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 4:34:37	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:34:42	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:34:47	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:34:52	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:34:57	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:35:2	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:35:7	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:35:12	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:35:17	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:35:22	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:35:27	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 4:35:32	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:35:37	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 4:35:42	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 4:35:47	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 4:35:52	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 4:35:57	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 4:36:2	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:36:7	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 4:36:12	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 4:36:17	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 4:36:22	0.00	0.00	1.05	8.08	-7.03	0
