Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 22:39:41	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 22:39:47	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:39:52	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:39:57	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 22:40:2	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:40:7	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:40:12	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:40:17	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:40:22	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:40:27	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:40:32	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 22:40:37	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 22:40:42	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 22:40:47	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 22:40:52	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:40:57	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 22:41:2	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:41:7	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:41:12	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:41:17	0.00	0.00	1.05	8.12	-7.07	0
2017-4-17 22:41:22	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:41:27	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:41:32	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:41:37	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:41:42	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:41:47	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 22:41:52	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 22:41:57	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:42:2	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:42:7	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:42:12	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:42:17	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:42:22	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:42:27	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:42:32	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:42:37	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:42:42	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:42:47	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:42:52	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 22:42:57	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:43:2	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:43:7	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:43:12	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 22:43:17	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:43:22	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:43:27	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 22:43:32	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:43:37	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:43:42	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 22:43:47	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 22:43:52	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 22:43:57	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:44:2	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:44:7	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:44:12	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 22:44:17	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:44:22	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:44:27	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:44:32	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:44:37	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:44:42	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 22:44:47	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:44:52	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:44:57	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 22:45:2	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:45:7	0.00	0.00	1.05	7.96	-6.91	0
2017-4-17 22:45:12	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 22:45:17	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 22:45:22	0.00	0.00	1.05	8.09	-7.04	0
