Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 24:11:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:11:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:1	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:12:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:1	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:13:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:1	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:14:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:1	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:15:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:1	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:16:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:17:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:18:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:19:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:17	0.00	0.00	1.05	1.74	-0.69	0
