Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	odstopanje	ventil
2017-4-20 8:29:58	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:3	0.00	0.00	1.05	2.13	-1.08	0
2017-4-20 8:30:8	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:13	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:18	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:23	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:28	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:33	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:38	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:43	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:30:48	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:30:53	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:30:58	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:31:3	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:31:8	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:31:13	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:31:18	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:31:23	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:31:28	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:31:33	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:31:38	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:31:43	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:31:48	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:31:53	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:31:58	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:32:3	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:32:8	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:32:13	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:32:19	0.00	0.00	1.05	2.13	-1.08	0
2017-4-20 8:32:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:32:29	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:32:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:32:39	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:32:44	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:32:49	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 8:32:54	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:32:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:33:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:33:9	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:33:14	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:33:19	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:33:24	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:33:29	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 8:33:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:33:39	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:33:44	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:33:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:33:54	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:33:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:34:4	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:34:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:34:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:34:19	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:34:24	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:34:29	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:34:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:34:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:34:44	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:34:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:34:54	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:34:59	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:35:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:35:9	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 8:35:15	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:35:20	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 8:35:25	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:35:30	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 8:35:35	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:35:40	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 8:35:45	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:35:50	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 8:35:55	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:36:0	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:36:5	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:36:10	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 8:36:15	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 8:36:20	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 8:36:25	0.00	0.00	1.05	2.04	-0.99	0
