Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil

/root/racunanjeOS.js:298
	var osTrenutniCas = os.obj.settings.devt*1000;
	                          ^
TypeError: Cannot read property 'settings' of undefined
    at podatki (/root/racunanjeOS.js:298:28)
    at periodaF (/root/racunanjeOS.js:14:11)
    at wrapper [as _onTimeout] (timers.js:252:14)
    at Timer.listOnTimeout [as ontimeout] (timers.js:110:15)
error: Forever detected script exited with code: 8
error: Script restart attempt #1
Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-19 2:30:22	0.00	0.00	1.05	0.07	0.98	1
2017-4-19 2:30:27	0.00	0.00	1.05	4.14	-3.09	0
2017-4-19 2:30:32	0.00	0.00	1.05	4.09	-3.04	0
2017-4-19 2:30:37	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:30:42	0.00	0.00	1.05	4.11	-3.06	0
2017-4-19 2:30:47	0.00	0.00	1.05	4.13	-3.08	0
2017-4-19 2:30:52	0.00	0.00	1.05	4.13	-3.08	0
2017-4-19 2:30:57	0.00	0.00	1.05	4.13	-3.08	0
2017-4-19 2:31:2	0.00	0.00	1.05	4.12	-3.07	0
2017-4-19 2:31:7	0.00	0.00	1.05	4.07	-3.02	0
2017-4-19 2:31:12	0.00	0.00	1.05	4.07	-3.02	0
2017-4-19 2:31:17	0.00	0.00	1.05	4.08	-3.03	0
2017-4-19 2:31:22	0.00	0.00	1.05	4.14	-3.09	0
2017-4-19 2:31:27	0.00	0.00	1.05	4.07	-3.02	0
2017-4-19 2:31:32	0.00	0.00	1.05	4.14	-3.09	0
2017-4-19 2:31:37	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:31:42	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:31:47	0.00	0.00	1.05	4.16	-3.11	0
2017-4-19 2:31:52	0.00	0.00	1.05	4.06	-3.01	0
2017-4-19 2:31:57	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:32:2	0.00	0.00	1.05	4.13	-3.08	0
2017-4-19 2:32:7	0.00	0.00	1.05	4.10	-3.05	0
2017-4-19 2:32:12	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:32:17	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:32:22	0.00	0.00	1.05	4.13	-3.08	0
2017-4-19 2:32:27	0.00	0.00	1.05	4.13	-3.08	0
2017-4-19 2:32:32	0.00	0.00	1.05	4.12	-3.07	0
2017-4-19 2:32:37	0.00	0.00	1.05	4.06	-3.01	0
2017-4-19 2:32:42	0.00	0.00	1.05	4.17	-3.12	0
2017-4-19 2:32:47	0.00	0.00	1.05	4.08	-3.03	0
2017-4-19 2:32:52	0.00	0.00	1.05	4.08	-3.03	0
2017-4-19 2:32:57	0.00	0.00	1.05	4.18	-3.13	0
2017-4-19 2:33:2	0.00	0.00	1.05	4.09	-3.04	0
2017-4-19 2:33:7	0.00	0.00	1.05	4.09	-3.04	0
2017-4-19 2:33:12	0.00	0.00	1.05	4.19	-3.14	0
2017-4-19 2:33:17	0.00	0.00	1.05	4.10	-3.05	0
2017-4-19 2:33:22	0.00	0.00	1.05	4.17	-3.12	0
2017-4-19 2:33:28	0.00	0.00	1.05	4.10	-3.05	0
2017-4-19 2:33:33	0.00	0.00	1.05	4.11	-3.06	0
2017-4-19 2:33:38	0.00	0.00	1.05	4.09	-3.04	0
2017-4-19 2:33:43	0.00	0.00	1.05	4.18	-3.13	0
2017-4-19 2:33:48	0.00	0.00	1.05	4.09	-3.04	0
2017-4-19 2:33:53	0.00	0.00	1.05	4.17	-3.12	0
2017-4-19 2:33:58	0.00	0.00	1.05	4.17	-3.12	0
2017-4-19 2:34:3	0.00	0.00	1.05	4.11	-3.06	0
2017-4-19 2:34:8	0.00	0.00	1.05	4.17	-3.12	0
2017-4-19 2:34:13	0.00	0.00	1.05	4.07	-3.02	0
2017-4-19 2:34:18	0.00	0.00	1.05	4.07	-3.02	0
2017-4-19 2:34:23	0.00	0.00	1.05	4.16	-3.11	0
2017-4-19 2:34:28	0.00	0.00	1.05	4.15	-3.10	0
2017-4-19 2:34:33	0.00	0.00	1.05	4.06	-3.01	0
