Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 8:19:43	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:19:48	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 8:19:53	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 8:19:58	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 8:20:3	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 8:20:8	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:20:13	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:20:18	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:20:23	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:20:28	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:20:33	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:20:38	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:20:43	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:20:48	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:20:53	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:20:58	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:21:3	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:21:8	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:21:13	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:21:18	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:21:23	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:21:28	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:21:33	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:21:38	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:21:43	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:21:48	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:21:53	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:21:58	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:22:3	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:22:8	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:22:13	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:22:18	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:22:23	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:22:28	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:22:33	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:22:38	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:22:43	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:22:48	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:22:53	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:22:58	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:23:3	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:23:8	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:23:13	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:23:18	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:23:23	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:23:28	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:23:33	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:23:38	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:23:43	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:23:48	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:23:53	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:23:58	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:24:3	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:24:8	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:24:13	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:24:18	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:24:23	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:24:28	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:24:33	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:24:38	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:24:43	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:24:48	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:24:53	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:24:58	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:25:3	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:25:8	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:25:13	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:25:18	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 8:25:23	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:25:28	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:25:33	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:25:38	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:25:43	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 8:25:48	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 8:25:53	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:25:58	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:26:3	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:26:8	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:26:13	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:26:18	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:26:23	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:26:28	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:26:33	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:26:38	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:26:43	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:26:48	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:26:54	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:26:59	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:27:4	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 8:27:9	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:27:14	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:27:19	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:27:24	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:27:29	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:27:34	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:27:39	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 8:27:44	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:27:49	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:27:54	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:27:59	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:28:4	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:28:9	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:28:14	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:28:19	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:28:24	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:28:29	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:28:34	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:28:39	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:28:44	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:28:49	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:28:54	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:28:59	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:29:4	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:29:9	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:29:14	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:29:19	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:29:24	0.00	0.00	1.05	8.11	-7.06	0
2017-4-17 8:29:29	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:29:34	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:29:39	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:29:44	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:29:49	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:29:54	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:29:59	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:30:4	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:30:9	0.00	0.00	1.05	8.07	-7.02	0
