Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	odstopanje	ventil
2017-4-21 2:11:2	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:11:7	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:11:12	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:11:17	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:11:22	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:11:27	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:11:32	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:11:37	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:11:42	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:11:47	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:11:52	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:11:57	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:12:2	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:12:7	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:12:12	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:12:17	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:12:22	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:12:27	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:12:32	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:12:37	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:12:42	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:12:47	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:12:52	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:12:57	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:2	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:7	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:12	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:13:17	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:22	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:13:27	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:13:32	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:13:37	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:42	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:47	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:13:52	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:13:57	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:14:2	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:14:7	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:14:12	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:14:17	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:14:22	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:14:27	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:14:32	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:14:37	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:14:42	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:14:48	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:14:53	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:14:58	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:3	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:15:8	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:15:13	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:15:18	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:23	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:28	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:15:33	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:38	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:43	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:48	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:15:53	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:15:58	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:16:3	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:16:8	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:16:13	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:16:18	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:16:23	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:16:28	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:16:33	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:16:38	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:16:43	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:16:48	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:16:53	0.00	0.00	1.05	2.17	-1.12	0
2017-4-21 2:16:58	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:17:3	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:17:8	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:17:13	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:17:18	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:17:23	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:17:28	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:17:33	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:17:38	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:17:43	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:17:48	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:17:53	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:17:58	0.00	0.00	1.05	2.26	-1.21	0
2017-4-21 2:18:3	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:18:8	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:18:13	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:18:18	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:18:23	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:18:28	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:18:33	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:18:38	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:18:43	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:18:48	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:18:53	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:18:58	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:19:3	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:19:8	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:19:13	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:19:18	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:19:23	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:19:28	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:19:33	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:19:38	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:19:43	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:19:48	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:19:53	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:19:58	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:3	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:20:8	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:20:13	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:18	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:23	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:28	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:20:33	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:20:38	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:43	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:48	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:20:53	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:20:58	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:21:3	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:21:8	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:21:13	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:21:18	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:21:23	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:21:28	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:21:33	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:21:38	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:21:43	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:21:48	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:21:53	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:21:58	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:22:3	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:22:8	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:22:13	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:22:18	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:22:23	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:22:28	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:22:33	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:22:38	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:22:43	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:22:48	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:22:53	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:22:58	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:23:3	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:23:8	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:23:13	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:23:18	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:23:23	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:23:28	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:23:33	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:23:38	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:23:43	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:23:48	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:23:53	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:23:58	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:24:3	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:24:8	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:24:13	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:24:18	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:24:23	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:24:28	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:24:33	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:24:38	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:24:43	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:24:48	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:24:53	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:24:58	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:25:3	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:25:8	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:25:13	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:25:18	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:25:23	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:25:29	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:25:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:25:39	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:25:44	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:25:49	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:25:54	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:25:59	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:26:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:26:9	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:26:14	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:26:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:26:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:26:29	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:26:34	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:26:39	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:26:44	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:26:49	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:26:54	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:26:59	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:27:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:27:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:27:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:27:19	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:27:24	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:27:29	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:27:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:27:39	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:27:44	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:27:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:27:54	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:27:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:9	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:28:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:19	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:28:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:29	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:28:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:44	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:28:49	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:28:54	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:28:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:29:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:29:9	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:29:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:29:19	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:29:24	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:29:29	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:29:34	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:29:39	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:29:44	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:29:49	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:29:54	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:29:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:30:4	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:30:9	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:30:14	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:30:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:30:24	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:30:29	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:30:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:30:39	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:30:44	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:30:49	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:30:54	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:30:59	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:31:4	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:31:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:31:14	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:31:19	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:31:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:31:29	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:31:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:31:39	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:31:44	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:31:49	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:31:54	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:31:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:32:4	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:32:9	0.00	0.00	1.05	1.78	-0.73	0
2017-4-21 2:32:14	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:32:19	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:32:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:32:29	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:32:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:32:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:32:44	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:32:49	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:32:54	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:32:59	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:33:4	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:33:9	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:33:14	0.00	0.00	1.05	2.21	-1.16	0
2017-4-21 2:33:19	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:33:24	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:33:29	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:33:34	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:33:39	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:33:44	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:33:49	0.00	0.00	1.05	1.87	-0.82	0
2017-4-21 2:33:54	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:33:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:34:4	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:34:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:34:14	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:34:19	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:34:24	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:34:29	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:34:34	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:34:39	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:34:44	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:34:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-21 2:34:54	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:34:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:35:4	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:35:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:35:14	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:35:19	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:35:24	0.00	0.00	1.05	1.91	-0.86	0
2017-4-21 2:35:29	0.00	0.00	1.05	2.17	-1.12	0
2017-4-21 2:35:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:35:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:35:45	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:35:50	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:35:55	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:36:0	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:36:5	0.00	0.00	1.05	2.04	-0.99	0
2017-4-21 2:36:10	0.00	0.00	1.05	2.00	-0.95	0
2017-4-21 2:36:15	0.00	0.00	1.05	1.95	-0.90	0
2017-4-21 2:36:20	0.00	0.00	1.05	2.00	-0.95	0
