Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-18 24:35:21	0.00	0.00	1.05	0.07	0.98	1
2017-4-18 24:35:26	0.00	0.00	1.05	4.07	-3.02	0
2017-4-18 24:35:31	0.00	0.00	1.05	4.14	-3.09	0
2017-4-18 24:35:36	0.00	0.00	1.05	4.19	-3.14	0
2017-4-18 24:35:41	0.00	0.00	1.05	4.17	-3.12	0
2017-4-18 24:35:46	0.00	0.00	1.05	4.07	-3.02	0
2017-4-18 24:35:51	0.00	0.00	1.05	4.17	-3.12	0
2017-4-18 24:35:56	0.00	0.00	1.05	4.07	-3.02	0
2017-4-18 24:36:1	0.00	0.00	1.05	4.08	-3.03	0
2017-4-18 24:36:6	0.00	0.00	1.05	4.15	-3.10	0
2017-4-18 24:36:11	0.00	0.00	1.05	4.08	-3.03	0
2017-4-18 24:36:16	0.00	0.00	1.05	4.08	-3.03	0
2017-4-18 24:36:21	0.00	0.00	1.05	4.02	-2.97	0
2017-4-18 24:36:26	0.00	0.00	1.05	4.10	-3.05	0
2017-4-18 24:36:31	0.00	0.00	1.05	4.13	-3.08	0
2017-4-18 24:36:36	0.00	0.00	1.05	4.14	-3.09	0
2017-4-18 24:36:41	0.00	0.00	1.05	4.07	-3.02	0
2017-4-18 24:36:46	0.00	0.00	1.05	4.07	-3.02	0
2017-4-18 24:36:51	0.00	0.00	1.05	4.14	-3.09	0
2017-4-18 24:36:56	0.00	0.00	1.05	4.13	-3.08	0
2017-4-18 24:37:1	0.00	0.00	1.05	4.16	-3.11	0
2017-4-18 24:37:6	0.00	0.00	1.05	4.11	-3.06	0
2017-4-18 24:37:11	0.00	0.00	1.05	4.13	-3.08	0
2017-4-18 24:37:16	0.00	0.00	1.05	4.13	-3.08	0
2017-4-18 24:37:21	0.00	0.00	1.05	4.06	-3.01	0
2017-4-18 24:37:26	0.00	0.00	1.05	4.15	-3.10	0
2017-4-18 24:37:31	0.00	0.00	1.05	4.15	-3.10	0
2017-4-18 24:37:36	0.00	0.00	1.05	4.15	-3.10	0
2017-4-18 24:37:41	0.00	0.00	1.05	4.11	-3.06	0
2017-4-18 24:37:46	0.00	0.00	1.05	4.07	-3.02	0
2017-4-18 24:37:51	0.00	0.00	1.05	4.13	-3.08	0
2017-4-18 24:37:56	0.00	0.00	1.05	4.12	-3.07	0
2017-4-18 24:38:1	0.00	0.00	1.05	4.11	-3.06	0
2017-4-18 24:38:6	0.00	0.00	1.05	4.11	-3.06	0
2017-4-18 24:38:11	0.00	0.00	1.05	4.13	-3.08	0
2017-4-18 24:38:16	0.00	0.00	1.05	4.14	-3.09	0
2017-4-18 24:38:21	0.00	0.00	1.05	4.17	-3.12	0
