Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	odstopanje	ventil
2017-4-20 4:14:43	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:14:48	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:14:53	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:14:58	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:15:3	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:15:8	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:15:13	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:15:18	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:15:23	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:15:28	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:15:33	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:15:38	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:15:43	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:15:48	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:15:53	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:15:58	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:16:3	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:16:8	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:16:13	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:16:18	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:16:23	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:16:28	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:16:34	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:16:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:16:44	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:16:49	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:16:54	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:16:59	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:17:4	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:17:9	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:17:14	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:17:19	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:17:24	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:17:29	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:17:34	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:17:39	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:17:44	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:17:49	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:17:54	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:17:59	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:18:4	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:18:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:18:14	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:18:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:18:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:18:29	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:18:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:18:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:18:44	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:18:49	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:18:54	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:18:59	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:19:4	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:19:9	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:19:14	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:19:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:19:24	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:19:29	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:19:34	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:19:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:19:44	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:19:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:19:54	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:19:59	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:20:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:20:9	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:20:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:20:19	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:20:24	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:20:29	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:20:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:20:39	0.00	0.00	1.05	1.82	-0.77	0
2017-4-20 4:20:44	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:20:49	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:20:54	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:20:59	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:21:4	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:21:9	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:21:14	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:21:19	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:21:24	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:21:29	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:21:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:21:39	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:21:44	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:21:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:21:54	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:21:59	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:22:4	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:22:9	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:22:14	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:22:19	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:22:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:22:29	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:22:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:22:39	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:22:44	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:22:49	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:22:54	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:22:59	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:23:4	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:23:9	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:23:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:23:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:23:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:23:29	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:23:34	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:23:39	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:23:44	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:23:49	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:23:54	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:23:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:24:4	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:24:9	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:24:14	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:24:19	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:24:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:24:29	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:24:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:24:39	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:24:44	0.00	0.00	1.05	2.13	-1.08	0
2017-4-20 4:24:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:24:54	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:24:59	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:25:4	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:25:9	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:25:14	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:25:19	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:25:24	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:25:29	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:25:34	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:25:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:25:44	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:25:49	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:25:54	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:25:59	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:26:4	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:26:9	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:26:14	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:26:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:26:24	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:26:29	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:26:34	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:26:39	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:26:44	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:26:49	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:26:54	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:26:59	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:27:4	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:27:9	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:27:14	0.00	0.00	1.05	1.78	-0.73	0
2017-4-20 4:27:19	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:27:24	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:27:29	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:27:34	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:27:39	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:27:44	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:27:49	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:27:55	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:28:0	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:28:5	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:28:10	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:28:15	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:28:20	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:28:25	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:28:30	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:28:35	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:28:40	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:28:45	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:28:50	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:28:55	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:29:0	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:29:5	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:29:10	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:29:15	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:29:20	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:29:25	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:29:30	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:29:35	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:29:40	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:29:45	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:29:50	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:29:55	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:30:0	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:30:5	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:30:10	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:30:15	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:30:20	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:30:25	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:30:30	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:30:35	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:30:40	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:30:45	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:30:50	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:30:55	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:31:0	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:31:5	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:31:10	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:31:15	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:31:20	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:31:25	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:31:30	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:31:35	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:31:40	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:31:45	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:31:50	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:31:55	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:32:0	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:32:5	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:32:10	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:32:15	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:32:20	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:32:25	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:32:30	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:32:35	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:32:40	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:32:45	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:32:50	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:32:55	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:33:0	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:33:5	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:33:10	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:33:15	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:33:20	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:33:25	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:33:30	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:33:35	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:33:40	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:33:45	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:33:50	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:33:55	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:34:0	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:34:5	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:34:10	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:34:15	0.00	0.00	1.05	2.17	-1.12	0
2017-4-20 4:34:20	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:34:25	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:34:30	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:34:35	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:34:40	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:34:45	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:34:50	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:34:55	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:35:0	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:35:5	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:35:11	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:35:16	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:35:21	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:35:26	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:35:31	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:35:36	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:35:41	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:35:46	0.00	0.00	1.05	2.00	-0.95	0
2017-4-20 4:35:51	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:35:56	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:36:1	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:36:6	0.00	0.00	1.05	1.91	-0.86	0
2017-4-20 4:36:11	0.00	0.00	1.05	2.08	-1.03	0
2017-4-20 4:36:16	0.00	0.00	1.05	2.04	-0.99	0
2017-4-20 4:36:21	0.00	0.00	1.05	1.87	-0.82	0
2017-4-20 4:36:26	0.00	0.00	1.05	1.95	-0.90	0
2017-4-20 4:36:31	0.00	0.00	1.05	2.00	-0.95	0
