Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	odstopanje	ventil
2017-4-20 12:11:0	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:11:5	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:11:10	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:11:15	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:11:20	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:11:25	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:11:30	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:11:35	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:11:40	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:11:45	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:11:50	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:11:55	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:12:0	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:12:5	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:12:10	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:12:15	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:12:20	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:12:25	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:12:30	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:12:35	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:12:40	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:12:45	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:12:50	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:12:55	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:13:0	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:13:5	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:13:10	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:13:15	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:13:20	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:13:25	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:13:30	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:13:35	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:13:40	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:13:45	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:13:50	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:13:55	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:14:0	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:14:5	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:14:10	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:14:15	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:14:20	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:14:25	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:14:30	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:14:35	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:14:40	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:14:45	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:14:50	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:14:55	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:15:0	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:15:5	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:15:10	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:15:15	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:15:20	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:15:25	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:15:30	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:15:35	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:15:40	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:15:45	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:15:50	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:15:55	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:16:0	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:16:5	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:16:10	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:16:15	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:16:20	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:16:25	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:16:30	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:16:35	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:16:40	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:16:45	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:16:50	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:16:55	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:17:0	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:17:5	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:17:10	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:17:15	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:17:20	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:17:25	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:17:30	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:17:35	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:17:40	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:17:45	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:17:50	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:17:55	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:18:0	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:18:5	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:18:10	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:18:15	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:18:20	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:18:25	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:18:30	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:18:35	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:18:40	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:18:45	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:18:50	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:18:55	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:19:0	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:19:5	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:19:10	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:19:15	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:19:20	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:19:25	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:19:30	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:19:35	0,00	0,00	1,05	1,82	-0,77	0
2017-4-20 12:19:40	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:19:45	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:19:50	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:19:55	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:20:0	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:20:5	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:20:10	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:20:15	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:20:20	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:20:26	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:20:31	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:20:36	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:20:41	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:20:46	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:20:51	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:20:56	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:21:1	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:21:6	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:21:11	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:21:16	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:21:21	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:21:26	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:21:31	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:21:36	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:21:41	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:21:46	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:21:51	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:21:56	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:22:1	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:22:6	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:22:11	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:22:16	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:22:21	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:22:26	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:22:31	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:22:36	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:22:41	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:22:46	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:22:51	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:22:56	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:23:1	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:23:6	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:23:11	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:23:16	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:23:21	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:23:26	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:23:31	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:23:36	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:23:41	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:23:46	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:23:51	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:23:56	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:1	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:6	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:11	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:24:16	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:21	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:26	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:24:31	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:24:36	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:41	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:24:46	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:24:51	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:24:56	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:25:1	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:25:6	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:25:11	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:25:16	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:25:21	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:25:26	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:25:31	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:25:36	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:25:41	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:25:46	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:25:51	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:25:56	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:26:1	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:26:6	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:26:11	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:26:16	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:26:21	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:26:26	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:26:31	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:26:36	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:26:41	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:26:46	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:26:51	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:26:56	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:27:1	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:27:6	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:27:11	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:27:16	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:27:21	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:27:26	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:27:31	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:27:36	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:27:41	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:27:46	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:27:51	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:27:56	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:28:1	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:28:6	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:28:11	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:28:16	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:28:21	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:28:26	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:28:31	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:28:36	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:28:41	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:28:46	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:28:51	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:28:56	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:29:1	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:29:6	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:29:11	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:29:16	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:29:21	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:29:26	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:29:31	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:29:36	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:29:41	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:29:46	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:29:51	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:29:56	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:30:1	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:30:6	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:30:11	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:30:16	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:30:21	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:30:26	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:30:31	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:30:36	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:30:41	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:30:47	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:30:52	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:30:57	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:31:2	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:31:7	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:31:12	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:31:17	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:31:22	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:31:27	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:31:32	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:31:37	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:31:42	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:31:47	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:31:52	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:31:57	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:32:2	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:32:7	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:32:12	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:32:17	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:32:22	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:32:27	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:32:32	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:32:37	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:32:42	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:32:47	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:32:52	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:32:57	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:33:2	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:33:7	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:33:12	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:33:17	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:33:22	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:33:27	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:33:32	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:33:37	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:33:42	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:33:47	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:33:52	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:33:57	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:34:2	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:34:7	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:34:12	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:34:17	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:34:22	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:34:27	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:34:32	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:34:37	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:34:42	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:34:47	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:34:52	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:34:57	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:35:2	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:35:8	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:35:13	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:35:18	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:35:23	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:35:28	0,00	0,00	1,05	1,95	-0,90	0
2017-4-20 12:35:33	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:35:38	0,00	0,00	1,05	2,00	-0,95	0
2017-4-20 12:35:43	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:35:48	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:35:53	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:35:58	0,00	0,00	1,05	2,04	-0,99	0
2017-4-20 12:36:3	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:36:8	0,00	0,00	1,05	1,87	-0,82	0
2017-4-20 12:36:13	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:36:18	0,00	0,00	1,05	1,91	-0,86	0
2017-4-20 12:36:23	0,00	0,00	1,05	2,08	-1,03	0
2017-4-20 12:36:28	0,00	0,00	1,05	1,87	-0,82	0
