Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-19 2:10:0	0.00	0.00	1.05	0.07	0.98	1
2017-4-19 2:10:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:10:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:1	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:6	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:11	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:16	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:21	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:26	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:31	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:36	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:41	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:46	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:51	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:11:56	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:1	0.00	0.00	1.05	1.74	-0.69	0
error: Forever detected script was killed by signal: SIGKILL
error: Script restart attempt #1
Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-19 2:12:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:12:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-19 2:13:33	0.00	0.00	1.05	1.74	-0.69	0
