0,09
0,09
0,09
3,63
3,53
3,53
3,54
3,70
3,72
3,53
3,71
3,71
3,56
3,55
3,62
3,71
3,70
3,72
3,57
3,57
3,72
3,70
3,72
3,57
3,57
3,58
3,70
3,57
3,78
3,67
3,67
3,53
3,66
3,58
3,57
3,66
3,64
3,64
3,64
3,52
3,52
3,52
3,69
3,51
3,51
3,69
3,54
3,55
3,68
3,52
3,68
3,68
3,55
3,54
3,69
3,54
3,54
3,56
3,71
3,55
3,59
3,57
3,57
3,71
3,53
3,57
3,66
3,51
3,51
3,66
3,64
3,57
3,52
3,55
3,55
3,64
3,55
3,64
3,54
3,52
3,52
3,66
3,52
3,67
3,53
3,53
3,53
3,67
3,55
3,68
3,68
3,54
3,54
3,69
3,68
3,58
3,69
3,56
3,70
3,54
3,57
3,70
3,70
3,57
3,57
3,69
3,57
3,69
3,59
3,66
3,58
3,54
3,55
3,67
3,67
3,52
3,66
3,68
3,54
3,54
3,54
3,67
3,66
3,54
3,68
3,57
3,57
3,68
3,62
3,57
3,68
3,55
3,69
3,69
3,55
3,58
3,70
3,54
3,68
3,70
3,61
3,64
3,57
3,69
3,51
3,51
3,57
3,69
3,54
3,53
3,65
3,53
3,56
3,64
3,55
3,61
3,56
3,61
3,55
3,61
3,55
3,55
3,69
3,56
3,61
3,62
3,63
3,63
3,59
3,71
3,58
4,01
3,92
3,63
3,88
4,01
3,81
3,61
3,66
3,55
3,68
3,52
3,54
3,68
3,63
3,64
3,67
3,54
3,55
3,67
3,54
3,67
3,67
3,68
3,53
3,59
3,68
3,56
3,61
3,74
3,70
3,61
3,68
3,53
3,54
3,53
3,59
3,72
3,67
3,65
3,62
3,65
3,58
3,56
3,64
3,63
3,63
3,61
3,47
3,59
3,61
3,61
3,59
3,61
3,59
3,61
3,56
3,64
3,63
3,56
3,63
3,68
3,59
3,58
3,61
3,67
3,61
3,66
3,59
3,66
3,58
3,58
3,58
3,73
3,58
3,70
3,55
3,55
3,61
3,55
3,57
3,69
3,72
3,55
3,57
3,55
3,71
3,67
3,53
3,59
3,58
3,53
3,69
3,68
3,58
3,58
3,58
3,61
3,64
3,58
3,63
3,66
3,63
3,62
3,59
3,63
3,61
3,57
3,57
3,58
3,58
3,71
3,57
3,59
3,71
3,59
3,67
3,58
3,59
3,66
3,72
3,72
3,65
3,73
3,76
3,65
3,65
3,59
3,67
3,67
3,72
3,58
3,58
3,82
3,58
3,70
3,57
3,68
3,54
3,53
3,66
3,54
3,56
3,68
3,56
3,56
3,73
3,58
3,70
3,73
3,70
3,56
3,73
3,57
3,57
3,70
3,68
3,67
3,57
3,67
3,59
3,67
3,62
3,62
3,62
3,61
3,61
3,61
3,65
3,61
3,65
3,64
3,63
3,61
3,62
3,63
3,63
3,74
3,59
3,63
3,61
3,56
3,56
3,65
3,62
3,57
3,64
3,64
3,54
3,66
3,54
3,66
3,64
3,54
3,66
3,52
3,66
3,51
3,53
3,66
3,53
3,66
3,53
3,53
3,67
3,54
3,55
3,66
3,66
3,55
3,70
3,55
3,56
3,56
3,54
3,69
3,56
3,69
3,66
3,57
3,70
3,57
3,57
3,54
3,72
3,56
3,57
3,69
3,57
3,58
3,58
3,73
3,59
3,59
3,66
3,61
3,59
3,61
3,65
3,59
3,64
3,59
3,47
3,59
3,62
3,63
3,63
3,47
3,63
3,56
3,59
3,63
3,52
3,67
3,55
3,56
3,65
3,55
3,61
3,65
3,57
3,98
3,76
3,73
3,89
4,04
3,66
3,73
3,53
3,75
3,67
3,53
3,66
3,59
3,66
3,51
3,59
3,61
3,61
3,58
3,59
3,57
3,58
3,64
3,58
3,58
3,55
3,62
3,57
3,57
3,57
3,66
3,57
3,65
3,61
3,61
3,64
3,65
3,65
3,62
3,63
3,64
3,59
3,63
3,62
3,58
3,62
3,61
3,57
3,64
3,54
3,56
3,58
3,65
3,58
3,53
3,56
3,62
3,63
3,65
3,50
3,50
3,65
3,53
3,63
3,56
3,67
3,56
3,63
3,56
3,65
3,66
3,61
3,51
3,59
3,61
3,54
3,69
3,52
3,53
3,69
3,47
3,66
3,57
3,51
3,52
3,63
3,65
3,68
3,68
